date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:38:15	280/280	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Mar%202018%2012:17:23%20GMT	https://p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/images/close.png	C:/My%20Web%20Sites/last/p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/images/close.png	(from https://p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/css/cm-overlay.css)
17:38:16	3016/3016	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Mar%202018%2012:17:23%20GMT	https://p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/images/left.png	C:/My%20Web%20Sites/last/p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/images/left.png	(from https://p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/css/cm-overlay.css)
17:38:16	3007/3007	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Mar%202018%2012:17:23%20GMT	https://p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/images/right.png	C:/My%20Web%20Sites/last/p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/images/right.png	(from https://p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/css/cm-overlay.css)
17:38:17	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2007%20Mar%202018%2012:17:23%20GMT	https://p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/last/p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/fonts/fontawesome-webfont3e6e.eot	(from https://p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/css/font-awesome.css)
17:38:17	77160/77160	---M--	200	added ('OK')	font/woff2	date:Wed,%2007%20Mar%202018%2012:17:23%20GMT	https://p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/last/p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/fonts/fontawesome-webfont3e6e.woff2	(from https://p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/css/font-awesome.css)
17:38:17	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2007%20Mar%202018%2012:17:23%20GMT	https://p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/last/p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/fonts/fontawesome-webfontd41d.eot	(from https://p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/css/font-awesome.css)
17:38:18	98024/98024	---M--	200	added ('OK')	font/woff	date:Wed,%2007%20Mar%202018%2012:17:23%20GMT	https://p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/last/p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/fonts/fontawesome-webfont3e6e.woff	(from https://p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/css/font-awesome.css)
17:38:18	165548/165548	---M--	200	added ('OK')	font/ttf	date:Wed,%2007%20Mar%202018%2012:17:23%20GMT	https://p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/last/p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/fonts/fontawesome-webfont3e6e.ttf	(from https://p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/css/font-awesome.css)
17:38:18	9897/9897	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Mar%202018%2012:17:23%20GMT	https://p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/images/t1.jpg	C:/My%20Web%20Sites/last/p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/images/t1.jpg	(from https://p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/about.html)
17:38:19	11068/11068	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Mar%202018%2012:17:23%20GMT	https://p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/images/t3.jpg	C:/My%20Web%20Sites/last/p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/images/t3.jpg	(from https://p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/about.html)
17:38:19	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2007%20Mar%202018%2012:17:23%20GMT	https://p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/last/p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/fonts/fontawesome-webfont3e6e.svg	(from https://p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/css/font-awesome.css)
17:38:19	10485/10485	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Mar%202018%2012:17:23%20GMT	https://p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/images/t2.jpg	C:/My%20Web%20Sites/last/p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/images/t2.jpg	(from https://p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/about.html)
17:38:20	66003/66003	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Mar%202018%2012:17:23%20GMT	https://p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/images/t4.jpg	C:/My%20Web%20Sites/last/p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/images/t4.jpg	(from https://p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/about.html)
17:38:21	4093/4093	---MCZ	200	added ('OK')	text/css	date:Wed,%2007%20Mar%202018%2012:17:23%20GMT	https://p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/css/icons.css	C:/My%20Web%20Sites/last/p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/css/icons.css	(from https://p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/icons.html)
17:38:21	2525/2525	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2006%20Sep%202018%2009:37:44%20GMT	https://p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/css/AjaxLoader.gif	C:/My%20Web%20Sites/last/p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/css/AjaxLoader.gif	(from https://p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/css/owl.carousel.css)
17:38:21	2525/2525	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2006%20Sep%202018%2009:37:45%20GMT	https://p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/css/grabbing.png	C:/My%20Web%20Sites/last/p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/css/grabbing.png	(from https://p.w3layouts.com/demos_new/template_demo/07-03-2018/beverages-demo_Free/883271017/web/css/owl.carousel.css)
